algorithm,controller,source_host,destination_host,ping_index,icmp_seq,warmup,include_in_analysis,rtt_ms,path,path_switches,hop_count,total_delay_ms,raw_ping_line,controller_log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,26,26,0,1,8.22,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=26 ttl=64 time=8.22 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,27,27,0,1,8.26,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=27 ttl=64 time=8.26 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,28,28,0,1,8.2,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=28 ttl=64 time=8.20 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,29,29,0,1,8.2,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=29 ttl=64 time=8.20 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,30,30,0,1,8.24,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=30 ttl=64 time=8.24 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,31,31,0,1,8.27,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=31 ttl=64 time=8.27 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,32,32,0,1,8.46,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=32 ttl=64 time=8.46 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,33,33,0,1,8.22,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=33 ttl=64 time=8.22 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,34,34,0,1,8.2,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=34 ttl=64 time=8.20 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,35,35,0,1,8.24,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=35 ttl=64 time=8.24 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,36,36,0,1,8.2,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=36 ttl=64 time=8.20 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,37,37,0,1,8.2,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=37 ttl=64 time=8.20 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,38,38,0,1,8.19,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=38 ttl=64 time=8.19 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,39,39,0,1,8.2,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=39 ttl=64 time=8.20 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,40,40,0,1,8.27,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=40 ttl=64 time=8.27 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,41,41,0,1,8.24,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=41 ttl=64 time=8.24 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,42,42,0,1,8.31,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=42 ttl=64 time=8.31 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,43,43,0,1,8.21,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=43 ttl=64 time=8.21 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,44,44,0,1,8.32,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=44 ttl=64 time=8.32 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,45,45,0,1,8.25,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=45 ttl=64 time=8.25 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,46,46,0,1,8.22,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=46 ttl=64 time=8.22 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,47,47,0,1,8.29,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=47 ttl=64 time=8.29 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,48,48,0,1,8.26,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=48 ttl=64 time=8.26 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,49,49,0,1,8.23,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=49 ttl=64 time=8.23 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
dijkstra,dijkstra_osken_controller.py,HostA,HostD,50,50,0,1,8.26,SwitchA -> SwitchB -> SwitchD,s1 -> s2 -> s4,2,2.0,64 bytes from 10.0.0.4: icmp_seq=50 ttl=64 time=8.26 ms,/tmp/mesh_dijkstra_ckja5zwv/controller.log
